N,P,K,temperature,humidity,ph,rainfall,OM,label
95.8,42.7,34.9,25.34,73.82,6.19,135.41,1.0,Corn
116.9,42.1,42.7,28.89,68.48,5.52,91.22,1.82,Corn
100.1,39.2,168.1,25.69,83.91,6.22,190.68,2.91,Banana
92.5,48.9,86.4,30.41,84.53,6.68,91.06,3.27,Papaya
83.3,41.1,103.0,28.94,71.03,5.67,195.88,3.87,Papaya
50.0,55.5,33.1,20.62,67.47,5.9,95.87,1.76,Corn
41.7,45.1,88.1,27.16,87.59,6.55,146.22,3.76,Cacao
81.2,53.0,83.8,31.2,79.86,7.18,294.2,2.86,Durian
65.2,58.8,68.4,27.49,78.55,6.13,153.3,2.85,Cacao
38.1,12.8,69.5,27.69,67.87,5.54,149.66,1.75,Cassava
62.9,49.2,56.3,26.11,81.63,6.5,205.47,2.08,Durian
111.6,70.9,104.0,26.29,78.75,6.49,211.98,2.71,Durian
69.8,30.0,107.1,23.76,78.62,5.9,100.0,1.66,Coconut
119.2,42.4,222.4,31.0,90.6,6.03,248.24,3.43,Banana
51.2,39.3,99.0,25.18,75.7,6.14,243.85,3.96,Durian
71.4,52.2,127.0,29.44,71.48,6.29,141.71,3.64,Papaya
112.8,33.1,135.6,29.79,64.61,5.49,174.57,3.06,Papaya
70.2,40.4,63.0,27.35,69.67,5.62,123.29,2.56,Mango
18.2,29.1,102.2,30.15,85.0,5.27,140.04,1.13,Cassava
58.2,32.4,63.8,26.76,94.88,6.08,136.32,3.01,Cacao
99.6,35.6,129.6,25.12,64.85,5.91,170.78,3.07,Papaya
61.1,39.7,84.9,27.78,85.45,5.86,178.43,3.19,Cacao
44.1,25.3,47.6,27.06,53.37,5.06,149.58,2.2,Mango
46.9,39.7,68.7,24.85,46.24,7.07,68.96,1.72,Mango
92.9,46.3,44.8,26.71,79.65,6.27,67.67,1.83,Corn
17.9,38.1,99.7,26.74,74.12,5.85,159.96,2.88,Coconut
40.2,59.9,134.9,27.91,68.12,5.89,147.15,2.48,Coconut
74.0,25.3,79.0,27.87,78.91,6.17,167.0,3.85,Durian
91.9,31.6,212.5,28.57,80.76,4.97,273.66,4.58,Banana
70.2,77.0,106.9,26.05,78.68,6.83,170.46,2.93,Durian
78.4,42.9,40.0,26.3,83.28,6.09,175.23,3.65,Rice
32.9,34.8,62.2,28.94,83.79,6.44,169.58,2.37,Coconut
41.2,38.8,61.8,29.73,67.33,6.16,109.51,1.0,Sweet Potato
98.4,71.4,75.7,23.15,53.7,6.94,77.67,2.23,Tomato
53.5,20.0,25.0,26.74,72.34,6.02,202.3,2.67,Rice
90.8,26.0,102.2,33.0,84.15,7.0,222.15,2.71,Durian
20.0,52.7,64.0,29.88,72.48,5.53,100.72,1.63,Sweet Potato
108.8,48.2,47.0,25.17,57.46,6.78,118.63,2.01,Corn
56.0,47.0,76.6,27.02,71.41,5.79,124.54,1.18,Mango
21.1,46.8,94.0,28.27,67.03,6.16,123.89,1.49,Sweet Potato
93.3,63.2,87.9,27.74,83.17,6.88,250.59,3.84,Durian
63.9,56.9,28.4,28.23,61.82,6.42,55.14,1.92,Corn
104.9,32.2,41.1,29.09,84.3,7.05,159.69,2.26,Rice
86.7,31.8,126.1,30.19,83.11,6.7,258.25,2.73,Durian
36.9,25.0,60.0,24.66,79.84,5.55,170.08,2.39,Coconut
62.0,38.2,94.5,29.03,82.49,7.02,158.26,3.13,Coconut
84.1,54.8,84.5,28.91,81.7,6.17,128.09,2.06,Papaya
108.5,44.5,26.8,29.56,76.06,6.18,74.45,1.92,Corn
60.4,28.0,41.9,25.43,61.91,4.98,165.08,1.54,Cassava
95.2,40.5,40.9,25.08,64.06,6.47,56.83,1.94,Corn
45.8,28.8,60.7,28.13,59.29,6.18,116.68,1.55,Mango
94.3,25.8,156.3,25.87,80.07,5.99,256.2,4.43,Banana
61.2,25.3,79.3,29.83,86.2,6.24,207.65,2.29,Durian
21.4,36.6,40.6,27.8,57.17,6.39,70.45,2.37,Mango
116.1,62.7,54.5,23.16,71.14,5.98,55.04,1.94,Tomato
90.2,58.5,25.7,25.99,79.14,7.17,204.27,3.52,Rice
90.4,29.6,25.0,26.67,85.08,6.19,231.45,2.65,Rice
17.3,23.4,74.0,29.27,71.75,5.94,123.5,1.52,Cassava
62.7,43.4,24.4,27.39,68.11,5.73,124.99,2.13,Corn
54.0,25.3,80.0,30.3,60.7,5.45,125.84,1.73,Cassava
61.9,25.3,81.3,28.36,78.75,5.31,209.45,2.74,Cacao
85.5,36.6,93.5,29.85,87.72,6.73,242.04,2.67,Durian
62.6,25.2,62.0,27.6,83.91,6.75,134.51,1.23,Sweet Potato
147.7,67.4,58.8,25.3,69.04,6.53,140.0,1.95,Tomato
123.6,58.8,112.9,28.91,68.23,5.41,97.29,2.15,Papaya
20.1,36.5,149.2,24.09,76.18,6.38,167.03,2.54,Coconut
107.2,37.7,43.7,27.01,76.48,5.27,234.9,2.72,Rice
51.6,28.4,58.4,26.66,72.84,7.72,97.36,2.49,Mango
46.5,36.3,81.3,25.06,78.2,6.72,138.98,1.95,Coconut
65.1,80.6,55.4,23.63,66.13,6.1,89.55,2.49,Tomato
76.1,35.7,32.6,28.26,86.87,5.72,190.25,3.35,Rice
91.1,42.2,54.3,28.95,82.46,5.86,203.3,3.57,Rice
111.3,82.1,88.2,24.95,63.78,5.98,103.94,2.09,Tomato
88.7,52.6,71.9,27.14,66.77,6.14,123.39,3.0,Tomato
112.4,61.4,40.3,28.77,66.18,6.22,148.18,2.53,Eggplant
40.3,25.3,86.0,25.93,73.54,6.82,170.66,3.67,Coconut
30.4,45.5,98.6,25.14,75.61,5.92,154.28,3.12,Cacao
78.2,31.4,35.4,25.92,79.6,5.79,72.46,2.09,Corn
73.5,32.3,33.0,25.19,83.7,5.95,191.44,2.92,Rice
72.2,41.6,38.4,25.79,83.35,5.26,235.77,2.34,Rice
96.9,58.2,178.9,27.2,72.54,6.29,215.54,3.65,Banana
137.2,50.8,94.4,27.19,77.44,5.57,247.97,3.1,Banana
87.2,56.4,93.7,28.93,80.5,6.44,286.77,2.51,Durian
115.0,52.5,57.7,22.58,50.0,7.35,62.11,1.71,Tomato
64.1,48.9,45.8,26.49,58.68,7.42,81.11,1.0,Corn
95.1,36.0,28.6,31.05,80.37,6.26,208.35,2.78,Rice
80.8,36.6,134.4,29.01,88.75,6.41,285.79,3.01,Durian
65.4,49.1,127.3,27.04,80.47,5.76,169.03,3.34,Durian
86.3,64.6,61.9,25.39,61.98,6.32,87.93,2.65,Tomato
104.4,85.8,61.0,25.99,63.32,5.42,81.46,1.67,Tomato
155.6,54.7,174.7,28.39,81.12,6.76,189.76,3.67,Banana
30.5,37.4,95.1,26.84,78.63,6.92,110.69,2.15,Sweet Potato
65.1,21.1,71.0,25.61,76.83,6.54,164.44,3.55,Cacao
55.4,46.1,96.2,28.49,78.94,5.34,125.58,2.21,Sweet Potato
85.3,34.0,38.2,24.73,80.22,6.28,220.83,3.2,Rice
73.2,36.9,51.9,29.08,60.07,6.64,134.61,1.94,Mango
37.4,24.4,86.1,24.91,55.0,5.15,144.38,2.2,Cassava
134.6,61.4,30.4,23.22,64.49,6.84,99.72,1.81,Corn
70.5,58.1,109.9,29.82,86.62,6.69,249.44,3.51,Durian
108.4,26.2,25.5,25.07,70.86,5.57,115.33,1.08,Corn
34.6,43.5,65.1,29.06,64.66,5.96,84.64,3.03,Mango
48.8,53.5,63.3,29.3,80.94,6.09,177.62,2.36,Cacao
120.2,27.8,144.6,29.06,81.06,5.2,244.23,2.3,Banana
125.0,91.4,72.1,24.38,64.91,7.21,85.89,2.16,Tomato
32.5,15.5,45.3,24.89,69.44,7.92,142.89,2.71,Mango
92.2,47.7,58.5,23.95,59.55,6.34,70.34,2.25,Corn
107.0,35.2,81.9,27.52,85.7,6.54,164.33,3.14,Banana
105.1,44.5,27.1,24.97,64.05,6.44,126.55,1.98,Corn
61.8,31.9,27.6,27.61,65.69,6.54,71.09,1.82,Corn
41.1,33.1,124.2,25.89,69.29,5.87,226.17,1.51,Coconut
53.4,35.4,35.8,22.17,63.31,6.89,96.72,2.1,Corn
35.8,17.1,122.5,25.06,75.48,5.02,184.68,3.23,Coconut
50.9,19.3,88.6,30.28,67.4,5.35,169.61,1.54,Cassava
64.5,28.7,25.6,26.12,79.93,5.31,273.65,3.32,Rice
87.8,44.0,34.2,30.77,62.71,6.57,117.55,3.45,Eggplant
41.5,40.4,33.5,25.56,62.71,6.79,81.26,2.4,Mango
71.8,50.8,71.6,28.92,67.92,5.4,136.22,3.26,Papaya
42.9,46.0,142.2,22.86,79.75,6.94,222.0,3.21,Coconut
93.8,39.0,50.9,28.01,78.26,5.38,183.5,3.39,Rice
178.8,45.8,120.1,28.75,87.89,6.3,166.16,2.64,Banana
115.3,62.2,80.8,29.13,88.73,6.44,231.45,2.49,Banana
86.9,48.0,39.8,20.0,64.46,6.48,125.25,1.59,Corn
86.4,55.5,69.0,30.34,78.36,6.16,256.35,2.47,Durian
47.6,44.5,122.3,26.61,67.06,5.86,103.64,1.71,Sweet Potato
56.6,48.9,76.3,24.69,56.37,6.75,123.07,2.36,Mango
45.2,35.6,114.2,32.25,91.54,5.95,291.11,3.73,Durian
52.4,40.0,57.8,30.03,59.3,7.16,101.5,1.71,Mango
113.8,73.3,48.0,26.31,75.99,6.09,81.01,2.71,Tomato
107.1,59.9,124.9,27.33,67.16,6.25,153.57,3.9,Papaya
47.6,50.5,70.7,25.45,68.72,6.24,104.15,2.26,Sweet Potato
133.9,34.1,47.7,28.85,76.47,6.51,182.05,2.18,Rice
103.9,37.3,43.2,30.08,59.78,6.67,114.74,2.3,Corn
108.8,63.0,42.9,25.89,78.59,6.12,125.47,2.31,Eggplant
46.8,51.7,119.3,27.75,65.35,6.12,141.16,1.34,Sweet Potato
41.4,30.3,58.4,28.5,67.1,5.65,112.94,2.54,Mango
100.7,27.7,142.4,27.74,78.54,6.21,261.73,3.22,Durian
111.2,39.1,108.3,31.45,86.72,6.59,130.0,3.73,Banana
100.3,53.2,85.0,24.43,70.82,6.21,123.06,1.5,Tomato
68.2,28.3,69.4,25.04,76.2,5.55,183.1,2.77,Coconut
55.5,32.4,29.4,28.33,80.96,4.97,196.04,2.95,Rice
105.8,46.6,153.0,28.7,86.58,5.57,189.52,2.78,Banana
45.2,32.6,68.3,29.81,74.89,5.73,80.0,1.78,Cassava
74.2,46.3,166.8,31.17,82.2,6.89,162.48,2.89,Banana
42.4,31.5,125.4,30.98,72.35,6.28,221.59,3.0,Coconut
70.5,38.7,74.5,26.67,77.86,6.46,187.45,2.47,Cacao
82.9,53.0,59.3,26.54,77.56,5.36,192.89,3.57,Cacao
46.8,31.2,71.9,27.73,50.32,7.13,98.02,3.24,Mango
75.4,53.9,45.0,22.65,71.4,7.19,54.68,1.78,Corn
53.5,30.0,84.3,27.13,83.95,5.75,61.99,1.34,Sweet Potato
83.4,43.6,62.1,31.07,56.84,5.69,161.2,1.85,Eggplant
100.8,68.1,76.9,26.37,59.56,6.7,134.94,3.23,Papaya
37.0,25.3,135.9,28.38,71.76,6.71,146.54,1.83,Sweet Potato
79.1,68.4,85.5,21.38,54.74,6.6,82.21,2.22,Tomato
123.4,58.7,163.0,29.54,80.59,6.08,175.6,4.6,Banana
92.5,37.9,83.5,30.54,67.23,7.0,120.88,2.5,Papaya
34.5,49.9,113.7,27.27,74.53,5.61,101.64,2.3,Sweet Potato
92.3,32.6,57.8,25.88,80.37,4.9,204.13,2.79,Rice
64.1,48.0,45.8,27.9,91.39,6.47,284.2,2.99,Rice
94.0,74.7,67.8,27.73,67.9,6.16,102.92,2.32,Eggplant
124.3,63.5,163.6,28.81,78.56,5.35,250.05,3.62,Banana
43.7,40.5,121.4,27.79,83.54,6.12,87.27,2.53,Sweet Potato
42.5,48.0,48.7,28.02,65.02,6.2,75.49,1.58,Mango
35.6,38.5,62.8,24.74,78.58,6.11,102.52,1.14,Cassava
72.2,60.2,120.5,27.24,83.63,6.78,234.27,4.26,Durian
89.0,52.6,57.5,23.79,60.07,6.46,87.67,3.45,Tomato
26.4,29.6,43.3,28.28,63.02,6.52,127.73,1.98,Cassava
16.8,28.7,60.2,32.82,74.31,4.77,90.45,1.98,Cassava
39.8,19.4,50.5,29.34,66.15,6.28,108.97,2.1,Cassava
46.7,31.0,74.7,26.43,65.7,6.59,135.2,2.44,Mango
76.1,33.4,27.9,30.1,88.37,5.68,232.63,3.24,Rice
94.0,63.4,59.9,26.8,69.95,6.33,132.72,3.0,Eggplant
42.5,36.6,122.9,28.94,84.72,6.68,189.76,3.17,Coconut
45.4,26.2,131.2,26.09,70.31,5.57,143.95,1.94,Sweet Potato
43.3,26.0,79.9,27.78,74.51,5.02,123.9,1.3,Cassava
94.5,56.4,146.9,26.35,83.99,4.95,223.86,3.45,Banana
121.6,48.3,80.3,25.16,64.58,6.83,50.0,3.26,Tomato
72.0,39.0,66.7,28.39,67.01,7.14,107.83,2.0,Mango
86.9,37.7,62.7,24.75,79.07,6.35,175.48,3.47,Cacao
36.4,42.2,77.5,30.54,93.68,5.57,178.54,3.17,Cacao
133.1,40.4,94.4,27.22,78.96,6.57,241.89,3.72,Banana
119.6,56.2,32.2,25.61,64.3,6.06,102.38,2.32,Corn
60.3,40.6,64.5,25.54,86.34,6.28,227.54,2.4,Cacao
87.6,52.3,81.7,31.0,69.85,5.01,110.05,2.52,Eggplant
81.9,27.6,40.0,25.62,72.42,6.29,177.99,2.05,Cacao
30.0,51.2,92.5,29.55,85.34,5.15,218.85,2.34,Cacao
108.2,70.1,73.0,27.49,56.93,6.74,142.48,3.37,Eggplant
18.9,15.3,121.1,28.95,66.81,5.35,109.67,1.85,Cassava
90.1,43.0,184.3,26.45,82.22,6.04,255.48,3.11,Banana
106.8,50.5,40.3,26.54,76.94,6.18,242.38,2.68,Rice
82.0,44.9,99.3,29.0,79.0,6.45,207.72,2.01,Durian
95.4,27.8,33.1,22.99,75.09,7.18,115.63,2.21,Corn
144.8,48.8,166.0,28.36,77.77,5.88,181.06,3.94,Banana
133.3,75.9,77.3,30.13,70.59,5.95,157.13,3.4,Papaya
62.4,39.1,96.2,28.85,82.82,6.93,176.0,2.83,Durian
74.1,28.3,81.1,27.94,95.0,5.88,209.58,3.24,Cacao
78.2,54.7,61.9,26.55,74.03,5.98,104.44,1.48,Sweet Potato
33.1,24.6,111.2,29.3,86.23,7.17,177.83,3.0,Coconut
11.4,16.8,79.3,28.45,79.01,6.64,123.74,1.67,Cassava
50.3,58.9,119.8,27.38,84.95,6.42,76.9,1.34,Sweet Potato
61.6,52.5,76.0,31.06,80.3,6.2,196.51,3.29,Cacao
41.7,26.8,60.5,24.33,79.98,6.53,231.32,3.16,Durian
78.9,34.9,45.8,23.58,82.28,5.53,209.21,2.57,Rice
77.3,60.6,99.8,28.78,78.4,6.64,273.2,2.0,Durian
72.5,32.8,66.7,30.47,78.38,5.04,95.01,3.02,Eggplant
103.4,52.8,19.0,24.81,65.43,5.99,81.87,1.73,Corn
68.1,35.2,25.0,26.14,74.55,5.0,183.25,3.46,Rice
45.3,36.1,79.2,28.43,81.47,6.5,178.79,2.0,Cacao
61.9,39.5,46.9,24.76,48.81,5.98,135.59,1.89,Mango
112.4,53.2,87.3,29.35,74.55,5.51,162.41,1.79,Papaya
94.4,53.4,38.4,26.68,92.24,5.57,232.4,2.64,Rice
30.1,46.3,76.1,27.58,65.63,5.91,229.75,2.7,Cacao
47.3,37.9,120.6,26.47,71.35,5.78,111.2,1.47,Sweet Potato
40.0,59.9,88.2,29.99,91.93,6.46,255.89,2.71,Durian
113.7,71.7,71.4,25.17,56.54,6.96,100.44,2.68,Tomato
118.8,52.9,49.3,24.84,74.51,5.3,197.28,2.26,Rice
43.2,55.1,173.4,29.32,78.06,6.84,190.88,3.13,Coconut
72.3,50.2,32.2,28.4,56.39,6.76,74.16,1.87,Corn
74.6,44.2,53.6,25.18,60.83,6.3,118.2,2.58,Mango
115.9,30.8,61.0,24.92,68.14,6.23,109.49,2.12,Eggplant
60.0,48.0,43.2,26.44,65.69,7.07,70.27,1.55,Corn
62.8,83.0,53.4,26.57,67.27,6.36,92.86,1.96,Tomato
59.6,47.3,35.5,28.67,88.54,6.58,244.82,2.73,Rice
89.6,34.0,55.7,28.0,62.52,6.7,147.09,2.11,Mango
76.0,35.6,73.9,27.14,86.2,5.03,199.87,2.88,Coconut
138.3,53.8,201.3,26.43,79.19,6.71,196.1,3.72,Banana
51.4,33.6,37.4,20.82,61.56,6.77,150.0,1.0,Corn
123.3,30.9,41.4,27.58,76.92,5.67,220.18,3.05,Rice
132.8,53.1,147.7,29.69,80.33,6.35,254.34,2.27,Banana
45.6,24.6,156.7,29.77,75.24,6.46,168.86,2.69,Coconut
74.0,42.6,75.7,28.26,76.77,5.48,125.92,1.52,Eggplant
60.4,28.3,85.2,29.94,84.29,6.67,339.89,2.01,Durian
73.5,56.9,34.0,26.69,58.12,6.63,74.27,2.15,Corn
69.1,35.5,27.7,24.45,80.87,6.33,201.41,3.27,Rice
96.1,59.2,52.7,23.55,67.2,5.96,145.24,2.29,Eggplant
15.4,15.2,82.1,26.54,74.65,6.75,113.24,2.68,Coconut
27.5,45.2,113.4,29.08,72.02,7.07,153.5,3.01,Coconut
98.1,53.7,101.6,30.18,85.0,5.65,211.41,1.86,Papaya
128.8,35.0,163.8,26.71,77.28,5.62,217.08,2.74,Banana
54.6,34.2,46.0,26.3,79.31,5.56,151.23,2.94,Cacao
67.2,50.4,48.8,27.84,83.05,5.24,250.93,3.17,Rice
15.0,38.7,165.1,27.46,73.24,6.13,213.42,1.97,Coconut
79.5,27.3,109.8,29.5,82.1,6.44,259.08,2.19,Durian
88.8,33.3,58.0,28.18,83.74,6.6,220.92,2.83,Rice
58.8,25.0,97.0,29.04,76.45,6.01,123.39,2.11,Sweet Potato
80.0,39.0,83.1,28.2,76.71,5.0,226.39,2.93,Coconut
54.6,25.0,85.2,27.93,77.76,6.97,254.17,3.96,Durian
109.9,38.4,128.1,26.18,77.96,7.05,198.82,3.99,Banana
75.7,25.0,38.0,28.99,51.43,5.84,99.3,2.23,Corn
90.4,44.1,32.1,22.42,70.52,6.2,92.56,1.23,Corn
119.2,33.9,184.0,25.64,85.35,5.75,231.16,2.45,Banana
77.4,60.0,60.0,28.34,63.42,7.08,111.98,2.5,Mango
73.7,50.5,32.3,25.45,60.1,5.81,106.86,1.35,Corn
74.4,41.2,102.1,28.2,85.7,6.94,199.52,2.91,Durian
48.4,10.0,78.0,28.32,69.58,6.3,82.37,1.91,Cassava
88.2,61.3,98.5,27.39,74.34,6.45,176.47,2.7,Papaya
40.0,57.2,35.7,29.33,90.63,6.39,164.0,2.77,Rice
95.5,42.4,35.8,24.76,86.8,6.08,243.75,3.36,Rice
15.0,30.6,119.4,25.9,78.77,5.24,215.73,1.62,Coconut
42.4,48.9,176.6,24.81,71.14,5.64,200.96,2.96,Coconut
113.3,64.9,62.0,23.62,76.89,6.46,108.44,2.44,Tomato
34.7,37.0,116.1,29.52,72.38,5.9,134.38,1.99,Sweet Potato
40.1,29.3,83.4,23.19,47.59,6.02,76.01,1.93,Mango
38.0,15.0,59.3,29.79,72.41,4.79,130.72,1.65,Cassava
66.6,28.2,62.9,24.37,51.46,6.36,98.96,1.68,Mango
47.3,29.7,81.3,26.02,50.68,5.37,131.26,2.8,Mango
149.9,41.6,163.7,24.79,84.34,5.56,235.42,3.94,Banana
61.8,42.2,81.1,26.0,62.96,6.68,107.26,1.88,Mango
99.9,59.1,36.1,24.02,79.86,4.84,224.33,2.82,Rice
101.5,62.5,73.0,31.23,85.0,6.42,194.31,3.33,Papaya
101.7,36.5,40.2,27.36,79.85,6.43,181.03,4.1,Rice
99.6,45.7,94.3,28.02,84.51,5.24,113.39,2.03,Eggplant
42.4,39.5,130.7,29.52,77.57,6.66,112.65,2.1,Coconut
77.5,51.5,76.9,30.46,95.0,6.51,332.19,3.52,Durian
30.5,23.8,50.3,26.61,62.44,5.69,104.8,1.45,Cassava
104.0,60.5,86.7,26.45,73.55,5.4,161.64,2.86,Banana
105.2,49.5,44.4,29.17,83.81,6.6,194.1,2.99,Rice
44.9,30.4,86.1,28.71,73.97,6.86,100.0,3.01,Coconut
87.7,56.5,123.9,30.74,68.87,5.79,146.95,2.41,Papaya
133.6,60.1,50.3,29.73,78.09,6.19,157.88,3.53,Papaya
149.7,41.9,206.1,24.12,83.23,5.51,194.8,4.07,Banana
44.6,27.8,70.1,24.14,60.0,5.97,63.92,2.36,Sweet Potato
55.9,25.0,94.4,30.66,77.95,7.03,252.31,4.18,Durian
116.9,68.4,91.6,24.33,91.94,6.38,225.42,2.27,Durian
50.3,24.0,78.0,29.53,77.43,5.59,107.2,1.11,Cassava
43.5,24.8,77.8,28.97,67.21,6.25,118.72,1.74,Cassava
125.7,58.4,72.1,25.83,58.25,6.3,122.34,2.93,Tomato
87.8,79.0,47.1,23.89,60.62,5.87,96.57,2.7,Tomato
116.5,35.0,25.0,28.8,79.44,5.92,206.29,2.63,Rice
56.6,30.5,53.7,28.21,57.89,6.96,118.09,2.44,Mango
39.9,43.0,59.5,29.61,65.58,7.2,123.92,1.67,Mango
54.8,28.9,84.2,30.07,69.36,6.13,129.03,1.57,Cassava
23.7,26.1,127.5,27.41,81.38,4.57,92.22,1.54,Cassava
47.9,22.5,61.6,29.15,79.02,5.78,176.65,2.65,Coconut
104.4,32.3,67.1,26.0,74.22,6.17,330.86,3.4,Durian
83.6,60.5,48.8,26.82,78.5,6.08,240.83,2.94,Rice
40.2,46.2,88.9,29.82,86.1,6.16,120.48,1.48,Coconut
94.9,43.3,164.2,29.79,71.19,5.82,275.98,2.36,Banana
69.8,68.0,86.6,25.23,79.43,5.13,120.77,2.52,Cacao
80.8,53.8,65.0,26.94,71.74,6.45,83.24,1.92,Eggplant
109.9,60.9,94.7,29.93,66.74,6.1,93.12,3.52,Papaya
57.9,79.8,89.1,27.8,80.68,7.23,264.82,2.48,Durian
77.9,45.2,28.0,28.37,78.44,5.66,109.58,1.47,Corn
87.1,32.2,67.2,28.34,53.67,6.01,109.68,1.93,Mango
48.8,61.9,46.8,31.08,68.98,5.45,173.29,3.18,Cacao
18.3,20.7,87.8,29.17,58.36,6.3,106.21,0.93,Cassava
87.0,57.7,45.7,24.49,83.09,6.89,228.78,4.01,Rice
43.0,20.4,62.9,23.86,55.27,6.1,87.52,2.17,Mango
45.2,20.0,33.6,27.85,83.18,6.35,248.65,2.61,Rice
50.3,38.5,89.0,27.84,62.22,6.12,91.9,1.45,Mango
83.9,32.6,65.0,27.75,66.39,6.26,86.1,3.2,Eggplant
41.1,49.6,37.4,26.54,76.86,6.39,250.15,2.55,Rice
57.3,40.3,28.0,27.86,50.89,5.42,98.23,2.2,Corn
102.8,64.5,43.5,25.23,62.34,6.4,87.78,1.34,Corn
73.9,32.8,72.5,27.47,61.56,6.73,160.82,1.88,Mango
91.4,60.4,107.9,32.37,72.22,6.31,128.78,1.84,Papaya
59.6,48.3,52.7,27.95,72.12,5.73,88.2,1.45,Corn
77.7,69.9,45.4,27.23,79.51,5.88,205.29,3.15,Rice
27.0,19.9,76.4,30.93,70.54,6.18,99.84,1.02,Cassava
45.9,25.0,90.5,28.17,77.19,6.56,141.39,1.12,Cassava
29.6,30.9,65.0,27.59,73.69,5.68,137.82,2.77,Sweet Potato
60.6,50.0,41.9,27.48,79.76,4.96,243.57,2.84,Rice
60.2,52.1,75.2,27.52,76.04,6.02,150.11,2.68,Cacao
31.1,30.4,72.3,26.34,60.88,7.2,75.57,2.75,Mango
46.4,28.9,90.2,27.44,75.9,6.1,113.84,2.4,Coconut
65.0,33.8,78.7,22.79,89.38,5.97,120.0,3.11,Cacao
148.9,59.6,93.2,27.44,67.9,5.89,157.75,1.95,Papaya
97.3,31.9,192.2,28.09,81.17,6.62,220.55,4.12,Banana
95.5,53.5,65.6,22.99,65.97,5.39,139.21,1.51,Tomato
78.1,34.6,90.5,27.97,92.55,6.96,207.82,2.4,Durian
112.3,43.6,32.3,26.57,54.4,6.02,107.32,2.18,Corn
51.2,38.3,76.9,31.68,76.27,5.65,140.05,2.97,Cacao
50.5,48.3,58.7,31.47,89.85,5.46,177.61,3.02,Cacao
20.8,44.1,112.7,24.1,74.47,6.34,216.54,3.43,Coconut
26.4,26.7,163.0,26.46,65.45,5.62,113.12,1.09,Sweet Potato
63.6,48.3,42.8,28.79,78.33,6.16,85.96,2.03,Corn
96.5,55.5,37.2,25.02,69.44,5.26,86.69,2.28,Eggplant
39.9,27.7,112.1,30.3,71.63,5.67,237.75,2.9,Coconut
132.6,35.1,124.6,29.26,84.2,5.88,210.42,3.19,Banana
114.1,35.3,96.7,28.22,83.66,5.88,209.08,3.04,Banana
41.9,53.2,79.3,30.63,80.1,6.22,303.05,2.78,Durian
80.8,55.9,36.7,25.46,73.36,6.48,101.62,2.08,Corn
45.6,52.1,50.7,26.79,63.36,7.23,125.85,2.3,Mango
63.7,43.2,52.8,25.34,77.1,6.67,134.1,2.8,Cacao
69.5,25.9,41.7,24.18,84.34,5.83,185.37,3.3,Cacao
50.6,35.3,61.7,21.3,72.24,5.37,180.77,2.36,Cacao
82.7,66.2,85.5,21.85,74.4,6.37,102.28,2.17,Tomato
102.7,33.1,40.6,24.95,62.82,7.17,50.0,2.25,Corn
80.2,50.4,80.7,27.53,74.72,7.08,234.03,3.75,Durian
55.0,45.7,85.8,28.86,85.53,5.12,135.16,4.35,Cacao
120.4,54.8,74.1,26.94,69.05,5.41,84.31,2.81,Tomato
133.5,46.7,100.2,28.77,72.75,5.64,237.13,4.01,Banana
133.1,50.8,64.0,28.03,62.03,5.32,124.72,3.13,Papaya
30.6,28.8,143.0,24.59,83.22,6.18,217.91,1.62,Coconut
43.7,13.0,87.5,29.28,79.44,6.61,106.71,1.43,Cassava
85.4,62.4,73.9,22.49,52.66,6.22,96.43,2.95,Tomato
178.1,51.9,140.8,30.35,81.83,6.65,130.0,4.06,Banana
142.1,39.4,177.1,26.86,79.33,5.51,204.2,3.5,Banana
76.6,39.5,53.0,24.36,75.58,5.87,232.45,3.51,Rice
42.9,43.9,96.3,27.4,65.84,5.48,63.83,1.11,Sweet Potato
44.1,48.1,140.7,24.59,67.66,6.38,66.34,1.45,Sweet Potato
151.3,52.8,192.7,28.28,90.67,5.86,237.88,2.88,Banana
96.4,71.2,114.5,28.35,82.29,5.09,189.05,2.05,Banana
42.4,28.0,55.1,27.6,64.33,6.72,70.75,1.98,Mango
83.3,56.9,99.0,29.48,91.3,6.37,193.45,2.65,Durian
101.3,61.7,89.5,31.79,88.88,5.57,228.6,5.29,Banana
65.8,45.1,138.7,29.8,63.63,6.18,141.03,2.51,Papaya
34.1,47.0,62.1,25.14,77.58,6.48,133.46,3.2,Coconut
20.0,39.4,111.6,24.05,79.29,5.13,168.3,1.84,Sweet Potato
53.3,29.7,53.9,27.08,51.99,7.33,85.3,2.76,Mango
86.4,52.5,76.5,24.87,75.65,6.39,90.24,2.59,Eggplant
50.8,24.1,135.9,26.27,83.76,6.74,140.24,3.23,Coconut
45.2,69.3,81.4,28.46,76.13,6.99,158.41,3.36,Cacao
75.5,64.1,49.2,27.86,67.76,6.2,117.3,2.62,Eggplant
38.5,38.5,171.4,24.15,60.0,6.55,90.3,1.95,Sweet Potato
126.3,50.8,211.0,27.33,83.4,6.67,191.84,4.24,Banana
107.8,46.1,34.7,23.71,56.4,6.74,149.54,1.98,Corn
91.9,77.6,81.0,27.48,51.49,6.16,126.27,2.82,Tomato
52.2,69.8,39.6,23.31,53.35,6.05,127.32,1.72,Corn
19.7,45.8,87.2,28.7,72.21,6.04,157.72,1.49,Cassava
113.9,43.9,72.0,30.59,85.5,6.52,210.58,3.23,Durian
